--- scanner 0 ---
615,532,-632
746,593,500
-391,490,-396
585,-819,511
597,555,-710
-512,-368,-467
492,-714,460
551,-722,444
756,-804,-732
-696,826,735
694,-751,-625

--- scanner 15 ---
-643,847,-354
-766,752,-394
757,394,440
799,-393,-663
-538,-714,742
-634,-605,-282
-165,88,-1
-819,851,-468
-629,-356,-311
727,-375,-544
256,-339,516
-419,-694,859
749,586,347
811,-425,-565
-498,-816,895
255,-438,604
697,851,-525
556,884,-404
788,442,416
-651,-480,-418
-923,489,752
-970,419,912
608,902,-633
-894,449,783
-49,-39,90
384,-390,580

--- scanner 16 ---
469,-678,693
-644,-431,470
-57,-144,57
392,324,928
553,371,-753
-875,-821,-277
432,-606,750
-621,243,-576
-606,-460,455
-906,725,820
-682,343,-567
-759,-809,-308
481,-761,-382
382,-776,-415
-816,-699,-371
-914,695,842
593,360,-814
374,413,904
-159,-10,163
-796,276,-598
-666,-518,385
513,-667,882
303,348,858
518,-698,-461
-843,618,835
521,351,-731

--- scanner 17 ---
353,635,-713
-771,-279,699
-474,769,499
-701,714,-588
-643,-334,760
-361,778,597
-305,-533,-323
-323,-424,-408
432,-395,549
-74,22,-27
691,483,717
-811,-331,748
708,-667,-556
-671,911,-585
369,-410,442
361,-388,472
-606,763,-626
-365,805,418
710,576,541
435,652,-571
-385,-573,-325
344,737,-649
682,-849,-596
739,-711,-666
613,460,548

--- scanner 18 ---
630,-778,-377
-642,806,-657
404,849,-563
-504,-789,-498
-659,778,-635
34,-62,148
347,-484,785
-420,405,665
-457,478,604
384,813,754
-718,-667,757
468,755,793
263,852,-712
-776,-678,695
653,-822,-405
476,-510,763
-608,-880,-588
256,827,-572
278,-530,798
-133,7,20
-451,-884,-500
-739,-633,765
-391,622,660
-640,591,-646
281,729,780
520,-823,-410

--- scanner 19 ---
-957,587,417
711,-510,-899
-500,835,-796
348,583,-720
778,798,343
464,486,-727
-414,-471,-425
499,-891,534
679,-608,-911
-25,-50,-79
723,847,380
-872,565,330
729,-629,-827
-438,-453,-514
-484,-382,-449
-522,827,-826
-507,764,-719
-146,50,47
-592,-511,505
371,505,-551
697,877,335
-887,527,359
-649,-548,577
-460,-592,566
748,-862,529
624,-755,551

--- scanner 20 ---
-970,-446,-402
660,-629,-380
598,-630,-326
-988,-361,-511
417,-770,901
601,432,-293
-622,-623,933
-592,-626,736
-908,-363,-551
-932,559,800
592,518,-274
-138,98,149
-144,-53,-3
-687,-664,785
722,361,565
626,329,-250
-650,722,-312
-522,661,-257
356,-617,890
-819,461,791
531,-716,892
671,-700,-274
720,475,547
742,448,520
-928,380,827
-482,710,-309

--- scanner 21 ---
-877,509,-750
-613,-482,651
442,-680,-742
361,600,630
-67,40,98
-831,444,-821
-901,420,-732
841,456,-531
-662,-606,635
758,447,-603
416,-669,822
400,478,506
419,-795,786
362,461,559
-617,367,784
452,-827,847
-666,-582,-655
-515,413,801
57,6,-81
488,-602,-606
-855,-571,-611
-501,416,873
-604,-546,456
780,467,-571
409,-665,-643
-723,-510,-692

--- scanner 22 ---
-11,-95,-104
-767,-537,-778
-624,512,-512
877,487,-759
-686,495,624
595,-590,329
-607,370,-430
-837,-531,-869
609,-637,320
-709,434,-421
551,-611,-783
602,-649,242
695,527,-785
-400,-664,553
-883,498,594
739,417,-816
-517,-652,414
-735,457,529
688,-605,-694
561,760,228
-841,-389,-778
-389,-727,337
601,758,308
671,-574,-878
452,675,246

--- scanner 23 ---
843,466,-900
825,-466,237
-918,-519,-987
823,-405,291
835,504,-949
833,-836,-616
835,-457,249
-59,-106,-149
-710,351,663
-729,-553,-963
385,463,561
549,340,563
-815,-544,-944
-503,691,-666
-732,450,730
-539,-683,472
812,-735,-524
803,-658,-667
759,539,-965
-546,-553,598
-619,-530,502
-657,662,-561
-626,394,776
440,517,552
-550,724,-508

--- scanner 24 ---
-80,-88,-25
-862,-445,-663
803,-429,-392
396,465,-685
-847,-416,-625
833,-844,438
682,683,480
-421,422,649
-462,-802,883
46,30,75
-418,434,817
-628,-861,890
-366,483,777
373,634,-607
743,-774,505
748,-466,-343
-482,633,-426
722,-421,-313
718,764,371
691,585,367
-497,740,-363
-475,710,-355
761,-743,472
-622,-705,862
489,641,-704
-932,-503,-603

--- scanner 25 ---
-711,-795,292
820,713,-588
682,725,-676
780,291,672
-448,-881,-583
524,-765,493
-489,-819,-650
710,381,605
494,-400,-461
-423,-863,-611
-828,406,739
-796,-714,326
-649,433,743
-733,686,-909
-866,-679,315
-760,713,-931
-847,668,-911
-747,442,630
425,-473,-488
490,-786,522
679,363,638
601,-790,424
573,-463,-414
619,726,-626
-3,-97,-140
